序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
1757,HK6080,荣智控股,荣智控股有限公司,--,--,--,182,--,--,,--,提供地基及地盘平整工程及机械租赁。
1758,HK6083,环宇物流,--,--,7713.30,697.70,--,--,--,,--,--
1759,HK6088,FIT HON TENG,鸿腾六零八八精密科技股份有限公司,开曼群岛,--,--,45000,2017-07-13,--,,通信设备,开发及生产互连解决方案及相关产品。
1760,HK6090,胜捷企业,胜捷企业有限公司,--,--,--,307,--,--,,--,"开发、拥有及/或管理新加坡和马来西亚的特建工人宿舍资产,以及开发、拥有及/或管理英国、澳大利亚及新加坡的特建学生宿舍资产。"
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
1761,HK6099,招商证券,招商证券股份有限公司,中国广东省,831691.90,180448.20,10494,2016-10-07,--,,证券,证券经纪、投资银行、资产管理、基金管理、证券自营、证券投资管理、直接投资等。
1762,HK6108,新锐医药,新锐医药国际控股有限公司,百慕达,16997.90,1417.40,54,2013-10-25,--,,药品,于中国从事医药产品贸易业务。
1763,HK6113,UTS Marketing,UTS Marketing Solutions Holdings Limited,开曼群岛,--,--,1515,2017-07-12,--,,传媒广告,"于马来西亚供应呼出客户联络服务,提供金融产品的电话营销服务,客户主要为银行及保险公司。"
1764,HK6116,拉夏贝尔,上海拉夏贝尔服饰股份有限公司,中国上海市,437881.70,24146.90,37554,2014-10-09,--,,女装,上装、下装、裙装及配饰等服饰
1765,HK6118,奥星生命科技,奥星生命科技有限公司,开曼群岛,32847.40,-371.00,876,2014-11-07,--,,电子元器件,在中国向制药企业及研究机构提供一体化工程解决方案，以及制造及分销制药设备及耗材。
1766,HK6122,九台农商银行,吉林九台农村商业银行股份有限公司,中国吉林省,--,47447.90,6432,2017-01-12,--,,银行,提供公司和个人存款、贷款及垫款、支付和结算服务以及其他银行服务。
1767,HK6123,先达国际物流,圆通速递(国际)控股有限公司,开曼群岛,194845.40,3920.70,1097,2014-07-11,--,,航空运输,透过向主要航空公司及其他承运人取得货运舱位为客户提供出口货运代理服务，以便将托运货物交付至所要求的目的地。
1768,HK6128,泛亚国际,泛亚环境国际控股有限公司,开曼群岛,9933.60,120.40,306,2014-06-25,--,,园林工程,提供景观设计服务，主要包括景观评估、规划、设计及其他相关咨询服务。
1769,HK6133,维太移动,维太移动控股有限公司,开曼群岛,41583.90,976.60,29,2015-06-26,--,,通信设备,开发、设计、生产管理及销售移动通讯设备以及销售移动电信相关部件及配件，以及销售附带内建软件及应用的移动通讯设备。
1770,HK6136,康达环保,康达国际环保有限公司,开曼群岛,160748.70,18551.30,2192,2014-07-04,--,,水务,在中国从事建设及运营污水处理业务。
1771,HK6138,哈尔滨银行,哈尔滨银行股份有限公司,中国黑龙江,--,260802.80,6918,2014-03-31,--,,银行,公司金融业务、零售金融业务、同业金融业务和其他业务
1772,HK6139,金茂酒店-SS,金茂(中国)酒店投资管理有限公司,开曼群岛,131010.10,20057.60,3757,--,--,,--,拥有及经营酒店。
1773,HK6158,正荣地产,正荣地产集团有限公司,--,1231464.60,95717.80,1490,--,--,,--,主要从事物业销售的投资控股。
1774,HK6161,泰加保险,泰加保险(控股)有限公司,香港,--,--,64,2015-01-15,--,,保险,于香港提供汽车保险的保险集团。
1775,HK6163,彭顺国际,彭顺国际有限公司,开曼群岛,--,--,287,2016-11-11,--,,汽车零部件,设计及制造车身及装配巴士。
1776,HK6166,中国宏泰发展,中国宏泰产业市镇发展有限公司,开曼群岛,246384.10,77565.50,998,2014-08-25,--,,房地产,中国大型产业市镇规划、开发及运营服务。
1777,HK6168,中国优通,中国优通控股有限公司,开曼群岛,6388.50,-6701.40,513,2012-06-12,--,,通信设备,向企业、金融机构、政府及个人在内的庞大且多元化的客户群提供金融产品和服务。
1778,HK6169,宇华教育,中国宇华教育集团有限公司,开曼群岛,--,--,4086,2017-02-28,--,,教育,于中国提供从幼儿园至大学教育的民办教育。
1779,HK6178,光大证券,光大证券股份有限公司,中国上海市,671599.60,104068.90,8262,2016-08-18,--,,证券,证券经纪业务、证券投资咨询业务、融资融券业务、与证券交易、证券投资活动有关的财务顾问业务、证券承销与保荐业务、证券自营业务、证券资产管理业务、直接投资业务、创新投资业务、期货经纪业务和基金管理业务等
1780,HK6182,乙德投资控股,乙德投资控股有限公司,--,--,--,29,--,--,,--,一家主要从事提供建筑材料及相关安装服务的投资控股公司。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
1781,HK6183,中国绿宝,中国绿宝集团有限公司,开曼群岛,46626.80,8977.10,861,2015-06-18,--,,食用菌,菇类种植、制造罐头食品及其他加工食品以及买卖食品及其他产品。
1782,HK6188,迪信通,北京迪信通商贸股份有限公司,中国北京市,765376.20,15646.20,7354,2014-07-08,--,,通信设备,移动通讯设备及配件零售及提供相关服务。
1783,HK6189,爱得威建设集团,广东爱得威建设(集团)股份有限公司,中国深圳市,73530.40,5138.70,297,2016-11-25,--,,建筑装饰,于中国提供室内及室外建筑装饰及设计服务。
1784,HK6196,郑州银行,郑州银行股份有限公司,中国河南省,--,238276.50,3898,2015-12-23,--,,银行,公司银行业务、零售银行业务和资金业务
1785,HK6198,青岛港,青岛港国际股份有限公司,中国山东省,573886.84,205988.36,8528,2014-06-06,--,,港口运输,提供集装箱、金属矿石、煤炭、原油等各类货物的装卸和配套服务、物流及港口增值服务、港口配套服务等多种业务
1786,HK6288,Fast Retail-DRS,迅销有限公司,--,--,--,1166,--,--,,--,于日本及海外经营休闲服饰零售业务及于日本及海外经营服饰设计及零售业务。
1787,HK6388,,蔻驰公司,--,--,--,7700,--,--,,--,提供男女精品配饰及礼品产品范围包括男女手袋、配饰、公事包、鞋履、服饰、珠宝、太阳镜、旅行袋、手表及香水。
1788,HK6808,高鑫零售,高鑫零售有限公司,香港,5406000.00,191400.00,147693,2011-07-27,--,,超市及便利店,于中国经营大卖场及电子商务平台。
1789,HK6816,瑞港建设,瑞港建设控股有限公司,开曼群岛,25768.30,3069.50,87,2016-07-20,--,,建筑工程,提供海事建筑服务，亦有从事少量船舶租赁及贸易业务。
1790,HK6818,中国光大银行,中国光大银行股份有限公司,中国北京市,--,1810100.00,41335,2013-12-20,--,,银行,提供零售银行业务、公司银行业务及资金业务。
1791,HK6822,科劲国际,科劲国际(控股)有限公司,开曼群岛,78088.20,6554.90,146,2015-01-16,--,,家具家居,厨具及家庭用品以及原材料买卖业务。
1792,HK6823,香港电讯-SS,香港电讯有限公司,开曼群岛,1702200.00,188300.00,17500,--,--,,--,提供本地电话、本地数据及宽频、国际电讯、流动通讯、客户器材销售、外判服务、顾问服务及客户联络中心等电讯及相关服务。
1793,HK6826,昊海生物科技,上海昊海生物科技股份有限公司,中国上海市,76107.30,22832.50,1036,2015-04-30,--,,生物医药,从事以生物制剂、医用透明质酸及眼科产品的制造及销售，同时亦研究和开发生物工程、医药及眼科产品以及提供有关服务。
1794,HK6828,北京燃气蓝天,北京燃气蓝天控股有限公司,百慕达,84264.50,9232.50,588,2011-07-12,--,,油气开采,天然气运输；天然气贸易及配送；及城市燃气及其他相关产品。
1795,HK6829,龙升集团控股,龙升集团控股有限公司,--,--,--,261,--,--,,--,于香港提供地基工程服务，包括挖掘及侧向承托与桩帽工程、处置打桩的挖掘物料及配套服务。
1796,HK6830,华众车载,华众车载控股有限公司,开曼群岛,97567.50,6738.70,2611,2012-01-12,--,,汽车零部件,生产及销售内外装饰及结构汽车零件、模具及工具、空调暖风机外壳贮液筒及非汽车产品。
1797,HK6833,兴科蓉医药,兴科蓉医药控股有限公司,开曼群岛,57389.40,-4873.70,130,2016-03-10,--,,生物医药,进口药品及医疗器械于中国提供综合性营销、推广及渠道管理服务。
1798,HK6836,天韵国际控股,天韵国际控股有限公司,英属维京群岛,43929.40,6749.40,650,2015-07-07,--,,包装食品,生产及销售包装于金属罐、塑料杯及玻璃瓶内的加工水果产品，以及买卖新鲜水果。
1799,HK6837,海通证券,海通证券股份有限公司,中国上海市,1607879.60,345936.90,9821,2012-04-27,--,,证券,证券经纪；证券自营；证券承销与保荐；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；直接投资业务；证券投资基金代销；为期货公司提供中间介绍业务；融资融券业务、中国证监会批准的其他业务，公司可以对外投资设立子公司从事金融产品等投资业务。
1800,HK6838,盈利时,盈利时控股有限公司,开曼群岛,49168.70,6283.20,3402,2011-07-20,--,,钟表,开发及生产精钢产品如表带、时尚饰物、皮具产品配件及部件，以及手机外框及零件。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
1801,HK6839,云南水务,云南水务投资股份有限公司,中国云南省,242287.70,12709.50,4748,2015-05-27,--,,水务,在中国从事城市供水、污水处理及固废处理设施的开发、设计、建设、营运及维护。
1802,HK6858,本间高尔夫,本间高尔夫有限公司,开曼群岛,--,--,989,2016-10-06,--,,体育用品,设计、开发、制造及销售高尔夫球杆，还供应HONMA品牌的高尔夫球、服装、配件及其他相关产品。
1803,HK6863,辉山乳业,中国辉山乳业控股有限公司,开曼群岛,--,--,11643,2013-09-27,--,,乳制品,苜蓿草及其他饲料作物的种植、精饲料加工、乳牛饲养、生产及销售原料奶，及生产及销售乳制品。
1804,HK6865,福莱特玻璃,福莱特玻璃集团股份有限公司,中国浙江省,144757.70,21539.20,2252,2015-11-26,--,,新能源,生产及销售玻璃产品。
1805,HK6866,佐力小贷,佐力科创小额贷款股份有限公司,中国浙江省,--,8324.60,133,2015-01-13,--,,信贷,为从事农村发展活动的客户，及或居于农村地区的客户（或称三农），以及各行业的中小企业及微型企业提供融资方案。
1806,HK6868,天福,天福(开曼)控股有限公司,开曼群岛,81894.10,13003.40,4561,2011-09-26,--,,茶,销售及营销各类茶产品；以及发展产品理念、口味及包装设计。
1807,HK6869,长飞光纤光缆,长飞光纤光缆股份有限公司,中国湖北省,563189.66,81423.10,3920,2014-12-10,--,,通信设备,"从事研究、开发、生产和销售光纤预制棒、光纤、光缆、通信线缆、特种线缆及器件、附件、组件和材料,专用设备以及通信产品的制造,以及提供上述产品的工程及技术服务业务"
1808,HK6877,昆仑国际金融,--,--,23671.90,1042.50,--,--,--,,--,--
1809,HK6878,鼎丰集团控股,鼎丰集团控股有限公司,开曼群岛,42972.10,14332.10,106,2013-12-09,--,,信贷,提供担保服务、快捷贷款服务、金融服务、融资租赁服务及资产管理服务。
1810,HK6880,腾邦控股,腾邦控股有限公司,开曼群岛,38702.30,713.00,680,2011-12-13,--,,其他,大健康相关产品的研发与销售；跨境商品的贸易与分销以及提供物流服务。
1811,HK6881,中国银河,中国银河证券股份有限公司,中国北京市,717746.00,133449.40,9970,2013-05-22,--,,证券,提供经纪、销售和交易、投资银行和投资管理等综合性证券服务。
1812,HK6882,东瀛游,东瀛游控股有限公司,开曼群岛,87753.00,1837.10,668,2014-11-28,--,,旅游服务,提供旅行团、独立自由旅客套票、个别旅游元素以及辅助性旅行相关产品及服务。
1813,HK6885,金马能源,河南金马能源股份有限公司,--,329385.50,37140.60,1333,--,--,,--,焦炭生产及焦化副产品加工。
1814,HK6886,HTSC,华泰证券股份有限公司,中国江苏省,1149383.70,320648.50,5271,2015-06-01,--,,证券,证券经纪、证券承销、证券自营、证券资产管理、证券投资咨询等业务。
1815,HK6888,英达公路再生科技,英达公路再生科技(集团)有限公司,开曼群岛,17543.30,1149.10,625,2013-06-26,--,,建筑工程,在中国从事制造及销售路面养护设备及提供路面养护服务。
1816,HK6889,DYNAM JAPAN,"DYNAM JAPAN HOLDINGS Co., Ltd.",日本,--,--,18043,2012-08-06,--,,博彩,营运弹珠机游戏馆。
1817,HK6893,衍生集团,衍生集团(国际)控股有限公司,开曼群岛,--,--,125,2014-10-16,--,,保健品,开发、营销、销售及分销种类繁多之个人护理产品、保健产品及家居产品。
1818,HK6896,金嗓子,金嗓子控股集团有限公司,开曼群岛,28939.30,2866.40,999,2015-07-15,--,,中药,于中国制造润喉片。
1819,HK6898,中国铝罐,中国铝罐控股有限公司,开曼群岛,44452.80,5193.80,776,2013-07-12,--,,包装印刷,制造及销售铝质气雾罐和气雾罐填充物，以及制造和销售气雾剂产品及非气雾剂产品。
1820,HK6899,联众,联众国际控股有限公司,开曼群岛,15946.60,-44200.90,525,2014-06-30,--,,软件开发,在中国开发及经营在线棋牌游戏、组织及播放线上线下智力运动、比赛及电视节目。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
1821,HK8001,东方汇财证券,东方汇财证券国际控股有限公司,开曼群岛,1506.40,61.60,36,2014-01-15,--,,证券,提供经纪服务；包销及配售服务；证券及首次公开发售融资服务及放贷服务。
1822,HK8003,世大控股,世大控股有限公司,开曼群岛,4023.60,-203.30,134,--,--,,--,"物业投资及发展,研究及发展林业产品,环境美化工程及土石方工程建设、养护以及种植及销售森林树木和鲜花。"
1823,HK8005,裕兴科技,裕兴科技投资控股有限公司,百慕达,16469.40,-23917.60,520,2000-01-31,--,,消费电子,信息家电、投资业务及贸易业务。
1824,HK8006,华泰瑞银,中国华泰瑞银控股有限公司,开曼群岛,4191.20,-1472.60,70,2000-03-09,--,,出版,经营透过互联网及旅游杂志进行广告宣传服务、举办活动服务及出版杂志。
1825,HK8007,环球战略集团,环球战略集团有限公司,开曼群岛,1804.20,-2946.40,42,2000-04-17,--,,铜,"提供互联网及电子商贸组成方案,资讯科技顾问及技术支援服务;策略性投资于合适之科技及应用项目;商品贸易;及提供天然气供应。"
1826,HK8008,新意网集团,新意网集团有限公司,开曼群岛,--,--,222,2000-03-17,--,,信息化服务,提供数据中心、设施管理、网上应用及增值服务，系统之安装及保养服务。
1827,HK8009,华夏能源控股,华夏能源控股有限公司,香港,16335.80,-6.70,16,2000-03-31,--,,油气开采,一般贸易(包括市场采购技术及电子产品)、液化天然气产品贸易、投资于金融资产、提供放贷及保理服务。
1828,HK8011,百田石油,百田石油国际集团有限公司,开曼群岛,--,--,51,2002-07-12,--,,油气开采,投资控股，勘探、开采及开发石油及天然气及买卖石油相关产品。
1829,HK8013,ECI TECH,ECI Technology Holdings Limited,开曼群岛,--,--,182,2017-03-10,--,,信息化服务,于香港提供特低压解决方案主要为中央控制监控系统。
1830,HK8016,长虹佳华,长虹佳华控股有限公司,百慕达,1026664.90,13614.80,1126,2000-01-24,--,,计算机设备,提供专业全面IT解决方案及服务，以及分销IT企业产品、数码产品、自有品牌产品及相关零部件。
1831,HK8018,汇财金融投资,汇财金融投资控股有限公司,开曼群岛,3005.10,256.50,59,2013-09-26,--,,软件开发,提供金融交易软件解决方案、提供其他互联网金融平台、提供转介服务、借贷业务、资产投资及提供企业财务咨询服务。
1832,HK8019,皓文控股,皓文控股有限公司,开曼群岛,3629.80,528.40,22,2001-07-20,--,,信贷,放债业务、买卖及生产生物质燃料、降解产品及买卖电子零部件。
1833,HK8020,宏海控股集团,宏海控股集团有限公司,开曼群岛,2088.00,98.90,25,2011-10-12,--,,港口运输,向香港及中国之上市及非上市公司提供企业融资顾问服务及提供干散货航运服务。
1834,HK8021,汇隆控股,汇隆控股有限公司,百慕达,--,--,112,2001-12-07,--,,建筑装饰,提供建筑及建造工程棚架及精装修服务、管理合约服务及其他服务之业务、借贷业务及证券投资业务。
1835,HK8022,永耀集团控股,永耀集团控股有限公司,香港,65.10,-2010.00,100,2001-08-13,--,,其他金属矿物,物业发展及投资、贸易业务、公墓业务、提供手机应用程式及解决方案服务及放贷业务。
1836,HK8023,邝文记,邝文记集团有限公司,开曼群岛,2395.02,223.96,26,2016-10-13,--,,房屋建筑,于香港提供停车场地坪铺设服务及配套服务。
1837,HK8025,亚洲资产,亚洲资产(控股)有限公司,开曼群岛,1304.10,-551.40,9,1999-12-16,--,,资产管理,投资控股、提供业务咨询服务以及私人投资基金管理服务。
1838,HK8026,长达健康,长达健康控股有限公司,开曼群岛,2194.40,-553.70,99,2000-03-28,--,,珠宝首饰,提供移动搜索及移动增值服务；医疗、药品及保健食品贸易、经销及生产；珠宝设计、研发、批发及零售；及提供借贷服务。
1839,HK8027,吉辉控股,吉辉控股有限公司,开曼群岛,--,--,83,2015-07-10,--,,其他服务,在新加坡设计、制作、安装及维护标牌及相关产品。
1840,HK8028,天时软件,天时软件有限公司,香港,475.30,-460.90,169,1999-11-25,--,,贵金属,提供电脑顾问及软件维护服务、软件开发、销售电脑软硬件以及电子商贸服务；及勘探及开采多个矿场。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
1841,HK8029,太阳国际,太阳国际集团有限公司,开曼群岛,2906.44,-3747.51,78,2000-12-14,--,,马业,"提供电脑软硬件服务,马匹配种服务、纯种马饲养及买卖相关服务,提供证券及期货经纪服务、展融资、资产管理服务及托管服务及放债业务。"
1842,HK8030,汇联金融服务,汇联金融服务控股有限公司,开曼群岛,16801.40,5045.70,327,2012-05-07,--,,融资租赁,于中国从事投资于物业发展项目、运作金融服务平台、提供委托贷款、典当贷款服务及其他贷款服务、财务顾问服务以及融资租赁及保理服务。
1843,HK8031,易通讯集团,易通讯集团有限公司,开曼群岛,6851.00,105.00,465,2012-01-09,--,,其他服务,于香港提供多媒体客户联络服务及客户联络中心系统。
1844,HK8032,非凡中国,非凡中国控股有限公司,开曼群岛,64927.20,6839.50,248,2000-04-06,--,,体育,体育人才管理及赛事/项目制作及管理以及提供体育咨询服务；及物业与社区发展。
1845,HK8033,爱达利网络,爱达利网络控股有限公司,百慕达,17951.20,-518.70,231,2000-02-25,--,,信息化服务,提供网络及系统基建及应用程式、大客户网络管理系统及专用软件解决方案。
1846,HK8035,骏高控股,骏高控股有限公司,开曼群岛,17767.60,116.00,122,2016-10-07,--,,航空运输,提供空运货运代理服务、海运货运代理服务以及仓储及其他配套物流服务。
1847,HK8037,中国生物科技服务,中国生物科技服务控股有限公司,百慕达,3377.10,-2834.50,171,2004-06-17,--,,药品,于中国及香港制造、研发、销售及分销保健相关及医药产品；于香港提供医疗实验室检测服务健康检查服务;及于香港买卖证券。
1848,HK8039,中国卓银,中国卓银国际控股有限公司,开曼群岛,1449.00,108.30,24,2016-12-12,--,,房屋建筑,提供香港建筑及结构工程顾问服务，包括牌照顾问；改建及加建工程及小型工程顾问；检查及核证；及其他建筑相关顾问。
1849,HK8041,荟萃国际,荟萃国际(控股)有限公司,开曼群岛,15657.20,-15961.80,1293,2000-07-07,--,,泳装,生产及买卖高档泳装及相关服装产品及提供线上购物、广告及媒体相关服务。
1850,HK8043,Atlinks,Atlinks Group Limited,--,--,--,50,--,--,,--,设计及销售家用及办公电讯产品。
1851,HK8045,南大苏富特,江苏南大苏富特科技股份有限公司,中国南京市,18941.90,-1741.40,323,2001-04-24,--,,信息化服务,开发、制作及推广网络安全软件、互联网应用软件、教学软件及商业应用软件；及提供系统集成服务，包括资讯科技顾问。
1852,HK8046,恒芯中国,恒芯中国控股有限公司,百慕达,2684.90,-1573.00,141,2003-04-16,--,,有线电视,有线数位电视业务、无线数位电视增值服务、无线数位音频芯片业务；以及证券经纪业务。
1853,HK8047,中国海洋捕捞,中国海洋捕捞控股有限公司,百慕达,34238.40,673.80,161,2001-11-01,--,,供应链管理,供应链管理服务及提供放债业务。
1854,HK8048,御德国际控股,御德国际控股有限公司,百慕达,4894.70,-1194.10,307,2000-06-30,--,,信息化服务,设计及销售黄金珠宝产品；开发、销售及实施企业软件；提供系统集成、专业服务及应用软件服务供应商服务；以及投资控股。
1855,HK8049,吉林长龙药业,吉林省辉南长龙生化药业股份有限公司,中国吉林省,31207.00,5552.20,524,2001-05-24,--,,中药,在中国制造及分销中药及医药产品。
1856,HK8050,量子思维,量子思维有限公司,开曼群岛,405.00,-149.70,50,2000-07-24,--,,计算机设备,提供系统集成服务；其他增值技术顾问服务及硬件相关业务；制造辅助高科技软件及硬件产品；开发网上平台分销手机产品。
1857,HK8051,讯智海,讯智海国际控股有限公司,开曼群岛,19010.00,-495.20,31,2001-05-08,--,,计算机设备,IT产品的销售及分销、维修及其他服务支援。
1858,HK8052,陆庆娱乐,陆庆娱乐集团控股有限公司,开曼群岛,9997.20,-50.80,172,2016-11-11,--,,其他,经营会所业务及举办音乐相关活动。
1859,HK8053,比优集团,比优集团控股有限公司,开曼群岛,26925.90,5262.30,1939,2004-08-06,--,,供应链管理,经营与矿产资源有关的贸易业务及销售民用爆炸物品和爆破作业相关的业务，以及提供放债业务。
1860,HK8055,中国网络信息科技,中国网络信息科技集团有限公司,开曼群岛,3423.80,-1522.60,25,2001-12-05,--,,教育,电子商务、提供职业教育、行业认证课程、技能培训及教育咨询。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
1861,HK8056,饮食概念,饮食概念控股有限公司,开曼群岛,14445.40,-159.70,665,2016-08-05,--,,餐饮,餐厅经营及提供餐饮管理及设计服务。
1862,HK8057,麦迪森控股,麦迪森控股集团有限公司,开曼群岛,4300.10,-2437.00,38,2015-10-08,--,,酒,从事酒类产品及其他酒精饮品之零售及批发；及提供与酒业相关的送货服务、储藏服务、寄售服务、顾问服务、采购服务及评估服务。
1863,HK8059,朝威控股,朝威控股有限公司,开曼群岛,7840.10,-2732.50,120,2014-08-15,--,,建筑工程,提供混凝土拆卸服务；预应力混凝土管桩；买卖LED装饰光源及；LED生态种植柜。
1864,HK8060,国联通信,国联通信控股有限公司,开曼群岛,2.50,-0.13,227,2002-11-13,--,,信息化服务,以轨道交通车载信息系统为核心产品，同时通过取得CA-SIM专利技术的授权，布局社区移动互联网的多项应用和服务。
1865,HK8062,俊盟国际,俊盟国际控股有限公司,开曼群岛,3147.20,899.70,65,2016-12-15,--,,信息化服务,供应销售点电子资金转帐（电子支付终端）方案，专注于在香港提供电子支付终端机及周边设备采购以及电子支付终端系统支援服务。
1866,HK8063,环球大通集团,环球大通集团有限公司,开曼群岛,1601.50,-1656.70,120,2000-12-07,--,,旅游服务,提供旅游业务、财资管理业务、放债业务及提供证券及资产管理服务。
1867,HK8065,高萌科技,高萌科技集团有限公司,--,5708.70,648.30,225,--,--,,--,"于香港提供机电工程解决方案和服务,主要专注交通关键系统解决方案,亦于海外(包括新加坡、台湾及加拿大)提供该等服务及解决方案。"
1868,HK8066,品创控股,品创控股有限公司,开曼群岛,2451.07,-1491.43,200,2001-12-20,--,,油气开采,生产及销售智能卡、提供订制智能卡应用系统、金融及管理顾问服务（提供予其合营公司）、废旧金属贸易以及销售石油化工产品。
1869,HK8067,东方大学城控股,东方大学城控股(香港)有限公司,香港,6731.10,16474.60,17,2015-01-16,--,,其他服务,拥有并向中国的教育机构出租教育设施，主要包括教学楼及宿舍。
1870,HK8069,纵横游控股,纵横游控股有限公司,开曼群岛,8707.20,-787.60,157,2017-01-12,--,,旅游服务,旅行团设计、开发及销售;机票与酒店住宿产品销售;及旅行配套产品及服务销售。
1871,HK8070,侨洋国际控股,侨洋国际控股有限公司,开曼群岛,8136.20,-428.50,554,2016-02-24,--,,电子元器件,生产及贸易变压器、开关电源以及电子零部件。
1872,HK8071,中彩网通控股,中彩网通控股有限公司,开曼群岛,1241.90,-497.60,31,2001-03-02,--,,彩票,在中国提供彩票系统管理服务及彩票销售大厅营运服务、提供运动训练服务及销售资讯技术产品。
1873,HK8072,罗马集团,罗马集团有限公司,开曼群岛,1757.40,-124.10,73,2013-02-25,--,,其他金融,在香港提供评估及顾问服务以及融资服务。
1874,HK8073,兴业新材料,中国兴业新材料控股有限公司,百慕达,6052.70,764.90,132,2017-07-21,--,,电子元器件,"生产及销售ITO导电膜,研发、生产及销售智能调光膜、智能调光玻璃及智能调光投影系统。"
1875,HK8075,寰亚传媒,寰亚传媒集团有限公司,百慕达,--,--,187,2001-05-31,--,,影视,娱乐业务。
1876,HK8076,新利软件,新利软件(集团)股份有限公司,百慕达,3310.70,-1230.40,441,2001-09-05,--,,电商及互联网,于中国从事开发及销售金融业信息、网络科技及服务。
1877,HK8077,昆仑国际金融,昆仑国际金融集团有限公司,开曼群岛,--,--,90,2013-07-03,--,,证券,提供杠杆式外汇交易及其他交易、现金交易业务及其他服务。
1878,HK8078,HMV数码中国,HMV数码中国集团有限公司,百慕达,60825.10,606.30,375,2000-12-19,--,,影视,电视节目及影片制作、分销、发行权；影院经营及管理；艺人管理；借贷业务；收购企业债券、优先股；及证券投资。
1879,HK8079,易还财务投资,易还财务投资有限公司,百慕达,5427.90,-325.20,105,2001-10-15,--,,信贷,在香港进行放债业务、物业投资、零售业务、药房业务、财务工具及上市股份投资活动。
1880,HK8080,北亚策略,北亚策略控股有限公司,百慕达,70151.30,2876.20,250,2000-04-20,--,,电子元器件,"表面贴装技术(SMT)组装设备、机器及零部件贸易,以及提供SMT组装设备之相关安装、培训、维修及保养服务;及提供融资。"
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
1881,HK8081,互娱中国,互娱中国文化科技投资有限公司,百慕达,22232.7,-202.8,1890,2000-06-19,--,,综合,(i)移动互联网文化业务及提供资讯科技服务;(ii)于澳洲提供住宿款待及相关服务;(iii)借贷业务;及(iv)资产投资业务。
1882,HK8082,仁智国际集团,仁智国际集团有限公司,百慕达,5421.3,-557.0,64,2001-11-02,--,,其他服务,殡葬管理服务及相关业务；媒体及娱乐行业。
1883,HK8083,中国创新支付,中国创新支付集团有限公司,百慕达,27375.7,-20014.7,270,2000-04-14,--,,电商及互联网,买卖手表及其他货品，于中国提供第三方支付服务及相关顾问服务，提供第三方支付管理服务及销售综合智能销售点装置。
1884,HK8085,香港生命科学,香港生命科学技术集团有限公司,开曼群岛,652.9,454.4,37,2002-03-07,--,,消费电子,抗衰老及干细胞技术事务；贸易业务；放债业务；及证券投资。
1885,HK8086,新维国际控股,新维国际控股有限公司,百慕达,30823.9,-9046.0,157,2000-08-02,--,,电商及互联网,从事电子商务的业务及提供网上销售平台、借贷业务及在香港提供物业管理及物业代理服务。
1886,HK8087,中国三三传媒,中国三三传媒集团有限公司,开曼群岛,2628.2,-1282.1,158,2011-02-28,--,,出版,提供平面媒体广告、户外广告、电影及娱乐投资及预付卡发行。
1887,HK8088,海汇国际科技,海汇国际科技控股有限公司,开曼群岛,683.9,-10706.5,84,2000-04-17,--,,资产管理,资产管理及策略投资业务。
1888,HK8089,华人策略控股,华人策略控股有限公司,百慕达,1931.8,-8282.8,46,2000-05-18,--,,地产投资,投资控股、物业投资、证券买卖及贷款融资。
1889,HK8090,中国融保金融集团,中国融保金融集团有限公司,开曼群岛,498.3,-6137.2,160,2012-01-06,--,,电商及互联网,于中国提供企业融资担保服务、履约担保服务及顾问服务；提供网上交易平台服务；及提供软件开发服务。
1890,HK8091,奥传思维控股,奥传思维控股有限公司,开曼群岛,1229.8,-56.6,27,2017-01-05,--,,传媒广告,提供户外广告空间及服务，提供便利设计及生产、广告物流、安装及拆卸服务。
1891,HK8092,ITE Holdings,ITE (Holdings) Ltd.,开曼群岛,516.0,21.6,47,2001-02-21,--,,信息化服务,提供智能卡系统、射频识别及相关服务、生产、研究及销售服务相关产品及提供资讯科技顾问服务。
1892,HK8093,万星控股,万星控股有限公司,开曼群岛,58678.9,20458.0,188,2015-02-12,--,,皮革服装,为客户制造及销售私人品牌皮革服装。
